tick,loadFromX,loadFromY,meanLatencyFromY,meanLatencyFromZ,meanAvailabilityFromY,meanAvailabilityFromZ,throughput,zCapacity
951000,0,10,948893.5714285715,25369.14285714286,1,1,7,300
952000,0,8,949943.6666666666,25885.666666666668,1,1,6,300
953000,0,11,950733.3333333334,24188.555555555555,1,1,9,300
954000,0,5,951940.5,38205.75,0.5,0.5,4,300
955000,0,7,952886.2857142857,31351.571428571428,1,1,7,300
956000,0,6,953680.75,27694.25,1,1,4,300
957000,0,8,954903.6666666666,25886.833333333332,0.8333333333333334,0.8333333333333334,6,300
958000,0,7,955775.5,22189.5,1,1,6,300
959000,0,8,956628,31069.4,0.8,0.8,5,300
960000,0,11,957941.9,31112.7,0.7,0.7,10,300
961000,0,10,959016.5,35556.875,0.875,0.875,8,300
962000,0,12,959813,30218.875,0.875,0.875,8,300
963000,0,15,960966.4615384615,28720.076923076922,0.9230769230769231,0.9230769230769231,13,300
964000,0,12,961739.1,24411.5,1,1,10,300
965000,0,13,962857.8181818182,30039.18181818182,0.8181818181818182,0.8181818181818182,11,300
966000,0,9,963834.2857142857,28359.85714285714,1,1,7,300
967000,0,10,964996.1111111111,24682.444444444445,1,1,9,300
968000,0,14,965818.6363636364,34046.63636363636,0.8181818181818182,0.8181818181818182,11,300
969000,0,9,966783.6,26609,1,1,5,300
970000,0,12,967818.6363636364,24209.454545454544,1,1,11,300
971000,0,12,968788.5,30376.75,1,1,8,300
972000,0,10,969783.3333333334,29380.666666666668,0.8333333333333334,0.8333333333333334,6,300
973000,0,9,970833.25,33132.375,1,1,8,300
974000,0,9,971906.8333333334,29611.166666666668,1,1,6,300
975000,0,13,973017.1428571428,31357.14285714286,0.8571428571428571,0.8571428571428571,7,300
976000,0,5,973937.6666666666,22176,1,1,3,300
977000,0,5,975153,22120,1,1,2,300
978000,0,7,975912,29559.333333333332,1,1,3,300
979000,0,6,976903.1428571428,31542.285714285714,0.8571428571428571,0.8571428571428571,7,300
980000,0,7,977733,22165.25,1,1,4,300
981000,0,11,978810.6363636364,30148.727272727272,0.8181818181818182,0.8181818181818182,11,300
982000,0,9,980026.5714285715,28138.285714285714,1,1,7,300
983000,0,9,980924.1666666666,32893.666666666664,0.8333333333333334,0.8333333333333334,6,300
984000,0,18,981871.2727272727,27794.272727272728,0.9090909090909091,0.9090909090909091,11,300
985000,0,8,982865.2857142857,25377.714285714286,1,1,7,300
986000,0,13,983639.4285714285,25205.714285714286,1,1,7,300
987000,0,14,984860.0909090909,26119.363636363636,1,1,11,300
988000,0,11,985840.3333333334,33090.333333333336,1,1,6,300
989000,0,6,986594,29562,1,1,3,300
990000,0,13,987732,25536.76923076923,0.8461538461538461,0.8461538461538461,13,300
991000,0,12,988715.5,33269.9,0.8,0.8,10,300
992000,0,13,989763.125,24646.625,1,1,8,300
993000,0,12,990730.3,33141.4,0.9,0.9,10,300
994000,0,9,991650.125,30338.25,0.875,0.875,8,300
995000,0,11,992741.625,24809.75,1,1,8,300
996000,0,10,993934.875,35434.125,0.875,0.875,8,300
997000,0,10,994757.7142857143,34862,0.8571428571428571,0.8571428571428571,7,300
998000,0,6,995832.4,35270.6,0.8,0.8,5,300
999000,0,4,996758.6666666666,36932.666666666664,0.6666666666666666,0.6666666666666666,3,300
1000000,0,7,997772.5714285715,34672.857142857145,0.7142857142857143,0.7142857142857143,7,300
1001000,0,6,998846,22197,1,1,2,300
1002000,0,9,999866.6666666666,25677,1,1,6,300
1003000,0,9,1000793.8333333334,25890.5,1,1,6,300
1004000,0,6,1001897,29597.333333333332,0.8333333333333334,0.8333333333333334,6,300
1005000,0,13,1002671.5,30689.4,1,1,10,300
1006000,0,14,1003757.9166666666,31321.75,0.8333333333333334,0.8333333333333334,12,300
1007000,0,11,1004600.4444444445,26994.666666666668,1,1,9,300
1008000,0,13,1005776.5454545454,32153.454545454544,0.8181818181818182,0.8181818181818182,11,300
1009000,0,14,1006673.7272727273,30046.272727272728,1,1,11,300
1010000,0,10,1007633.75,33106.25,0.875,0.875,8,300
1011000,0,8,1008757.625,30347.375,1,1,8,300
1012000,0,14,1009795.5,26374.6,1,1,10,300
1013000,0,9,1010773.75,27384.5,0.75,0.75,4,300
1014000,0,15,1011777.1,28597,0.9,0.9,10,300
1015000,0,11,1012711,29581.444444444445,0.8888888888888888,0.8888888888888888,9,300
1016000,0,10,1013729.6666666666,27147.88888888889,0.8888888888888888,0.8888888888888888,9,300
